Name 	Vol. 	Place 	Date 	Reference 	Relationships 	Update 	Id
Αβδαρετας 	V6	Zoara	100-300	IPalTertia_Ib 50; 		2018-03-14 	
Αβδαρετας 	V6	Al Mazār	imperial	SEG LV 1750		2018-03-28 	
Αβδαρσας 	V6	Palmyra-Tadmur	175-225	IGLS_XVII.1 478; 		2018-03-14 	
Αβδας 	V6	Doura-Europos	P3A	PDura 47 ii 4		2018-03-14 	
Αβδας 	V6	Doura-Europos	223-225	PDura 67 viii 12	child of Ζεβιδας	2018-03-14 	
Αβδας 	V6	Doura-Europos	209-209	PDura 100 viii 5; PDura 101 xiii 17	child of Ζεβιδας	2018-03-14 	
Αβδας 	V6	Doura-Europos	192-192	PDura 100 xxi 8	child of Θεμαρσας	2018-03-14 	
Αβδας 	V6	Eutimia-al-Ḥārrah	byzantine	IGLS_XIV.2 488, 4	child of Οὐᾶρος	2018-03-14 	
Αβδας 	V6	Doura-Europos	P1-2A	SEG VII 710, 4		2018-03-14 	
Αβδας 	V6	Doura-Europos	P2-3A	TEAD 6 p. 113 no. 639, 2		2018-03-14 	
Αβδας 	V6	Doura-Europos	P2-3A	TEAD 6 p. 114 no. 640		2018-03-14 	
Αβδας 	V6	Wadi Ghuwayr	-31-310	IGLS_XXI_4 123; 		2018-03-14 	
Αβδας 	V6	Nahariya--	442-443	SEG XXXVII 1514, 6; ; (CBCMPIPT 259)		2018-03-14 	
Αβδας 	test	Palmyra-Tadmur	imperial	IGLS_XVII.1 254; 	child of Νεσας	2018-03-14 	
Αβδας 	test		-31-310	IGLS_XXI_4 123; 		2018-03-14 	
Αβδας 	V6	Doura-Europos	240-240	PDura 107 ii 13		2018-03-14 	
Αβδας 	V6	Auara	byzantine	SEG LXIII 1615		2018-04-10 	
Αβδασαμσος 	V6	Emesa	imperial	IGLS_V 2321		2018-03-14 	
Αβδασειος 	V6	Eboda	P3-4A	INegev 7, 5; (SEG XXVIII 1376)		2018-03-14 	
Αβδασθωρ 	V6	Doura-Europos	193-193	PDura 100 xxxvi 11	child of Μοκιμος	2018-03-14 	
Αβδασυμσος 	V6	Doura-Europos	P3A	PDura 47 ii 3		2018-03-14 	
Αβδελαθ 	V6	Sachare da-Aouarae	227-227	PDura 26, 17		2018-03-14 	
Αβδελας 	V6	Nessana--	PF7A	PNess 79, 66		2018-03-14 	
Αβδεληβ 	V6	Askalon-,	P3B	Polemon 5 (1952-3) p. 18 no. 349; ; BCH 93 (1969) p. 693 no. 3		2018-03-14 	
Αβδεμαλιχος 	V6	Pella-Apameia	412-413	IGLS_IV 1739bis, 3		2018-03-14 	
Αβδεος 	V6	Doura-Europos	224-224	PDura 104 a 7		2018-03-14 	
Αβδερες 	V6	Rehoboth	byzantine	IPalTertia_west 101		2018-03-14 	
Αβδηλας 	V6	Doura-Europos	P3A	PDura 50 recto 2		2018-03-14 	
Αβδηλιμος 	V6	Tyre,Hammon-Umm al ‘Amad	hellenistic	FroehnerInscrLouvre 145		2018-03-14 	
Αβδηλιμος 	V6	Tyre	P6B	FGrH 783 F 7		2018-03-14 	
Αβδηλος 	V6	Adraa	imperial	IGLS_XIII_2 9723; 	child of	2018-03-14 	
Αβδημουν 	V6	Sidon	-258--258	PRyl 554; Lada E2417		2018-03-14 	
Αβδημων 	V6	Tyre,Kition,Salamis	PS5B	FGrH 115 F 103; DS xiv 98. 1; RE (-)		2018-03-14 	
Αβδης 	V6	Tyre,Demetrias	P3B	(ThessMnem 107); ; BCH 93 (1969) p. 689 no. 1	child of Βασιλείδης	2018-03-14 	
Αβδης 	V6	Gaza	imperial	CIIP_III 2573; 		2018-03-14 	
Αβδης 	V6	Zoara	376-431	IPalTertia_Ia 136; 	child of Ῥοῦφος	2018-03-14 	
Αβδης 	V6	Eboda	byzantine	INegev 43; (SEG XXVIII 1403)		2018-03-14 	
Αβδης Πανθήρας 	V6	Sidon,Bingium-Bingen am Rhein	imperial	CIL XIII 7514; (ILS 2571)		2018-03-14 	
Αβδησου 	V6	Zoara	382-382	IPalTertia_Ia 42; 		2018-03-14 	
Αβδια 	V6	Beth Phouraia--	244-244	PEuphr 12, 10, 13; 	spouse of Μάγνος	2018-03-14 	
Αβδιθαος 	V6	Adraa	imperial	IGLS_XIV_1 94b, 3		2018-03-14 	
Αβδιλαιος 	V6	Banathsamson--	252-252	PEuphr 9, 1, 8, 29; 		2018-03-14 	
Αβδισαρ 	V6	Ṣabḥa	P4A	MSM II 93; 		2018-03-14 	
Αβδισαρ 	V6	Bostra	byzantine	IGLS_XIII_1 9300, 4; 		2018-03-14 	
Αβδισαρης 	V6	Muzayrīb	imperial	IGLS_XIV_1 300, 4		2018-03-14 	
Αβδισαρης 	V6	Bostra	imperial	IGLS_XIII_1 9329, 2; 		2018-03-14 	
Αβδισαρος 	V6	Adraa	imperial	IGLS_XIV_1 109, 3		2018-03-14 	
Αβδισαρος 	V6	Zoara	389-389	IPalTertia_Ia 61; 		2018-03-14 	
Αβδισαρος 	V6	Zoara	384-384	IPalTertia_Ib 8; 		2018-03-14 	
Αβδοαρθας 	V6	Zoara	291-361	IPalTertia_Ia 21; 	child of Ολεφος	2018-03-14 	
Αβδοαρθας 	V6	Zoara	395-395	IPalTertia_Ia 75; 		2018-03-14 	
Αβδοιμ 	V6	Tyre	hellenistic	SEG LV 1687.8		2018-03-14 	
Αβδολμιθαβος 	V6	Zoara	325-385	IPalTertia_Ia 48; 	child of Αγγος	2018-03-14 	
Αβδομαιος 	V6	Eboda	P3-4A	INegev 3, 4; (SEG XXVIII 1371)		2018-03-14 	
Αβδομαλιχος 	V6	Adraa	imperial	IGLS_XIV_1 174, 2		2018-03-14 	
Αβδομαλιχος 	V6	Bostra	imperial	IGLS_XIII_2 9553; 		2018-03-14 	
Αβδομαλιχος 	V6	Bostra	imperial	IGLS_XIII_1 9239, 2; 		2018-03-14 	
Αβδομανης 	V6	Zoara	366/7-367/8	IPalTertia_Ia 26; 	child of Ἄλφιος	2018-03-14 	
Αβδομανος 	test	Phaina,Phaino	-31-310	IGLS_XXI_4 141; 	child of Αιαλος	2018-03-14 	
Αβδομανος 	V6	Eboda	P3-4A	INegev 3, 3; (SEG XXVIII 1371)		2018-03-14 	
Αβδομανχος 	V6	Zoara	436-436	IPalTertia_Ia 152; 		2018-03-14 	
Αβδομανχος 	test	Petra	-100-100	IGLS_XXI_4 54; 	child of Ἀχαιός	2018-03-14 	
Αβδομανχος Αμλαιφος 	V6	Eboda	235-235	INegev 10, 2; (SEG LVII 1822)		2018-03-30 	
Αβδομαχος 	V6	Adraa	imperial	IGLS_XIV_1 144, 3		2018-03-14 	
Αβδομαχος 	V6	Umm al Jimāl	100-600	IGLS_XXI_5 248; 		2018-03-14 	
Αβδομαχος 	V6	Zoara	351-400	IPalTertia_Ia 280; 		2018-03-14 	
Αβδομαχος 	V6	Bostra	imperial	IGLS_XIII_1 9264, 1; 	child of Μαλεχος	2018-03-14 	
Αβδομαχος 	V6	Bostra	imperial	IGLS_XIII_1 9265, 1; 	child of Βορδος	2018-03-14 	
Αβδοοβδας 	V6	Adraa	100-600	IGLS_XXI_5 10; 		2018-03-14 	
Αβδοοβδας 	V6	Bostra	151-200	IGLS_XIII_1 9084; 		2018-03-14 	
Αβδοοβδας 	V6	Bostra	imperial	IGLS_XIII_1 9385; 		2018-03-14 	
Αβδοοβδας 	V6	Bostra	imperial	IGLS_XIII_1 9405, 2; 	other relative of Αλδη	2018-03-14 	
Αβδοοβδας 	test	Petra	-31-310	IGLS_XXI_4 36; 		2018-03-14 	
Αβδοοβδας 	test	Petra	-31-310	IGLS_XXI_4 36; 	child of Αβδοοβδας	2018-03-14 	
Αβδοομανος 	test	Dibon	-31-310	IGLS_XXI_2 183; 		2018-03-14 	
Αβδοος 	V6	Adraa	byzantine	IGLS_XIII_2 9738; 		2018-03-14 	
Αβδοραββηλος 	V6	Adraa	imperial	IGLS_XIV_1 26, 1	child of Ζαιδος	2018-03-14 	
Αβδοραββηλος 	V6	Bostra	imperial	IGLS_XIII_1 9406, 1; 	child of Ραβιβηλος	2018-03-14 	
Αβδος 	V6	Doura-Europos	214-214	PDura 100 xiv 7; PDura 101 xxix 27		2018-03-14 	
Αβδος 	V6	Adraa	imperial	IGLS_XIV_1 200		2018-03-14 	
Αβδος 	V6	Edessa	P1B_1A	Eus +HE i 13. 18		2018-03-14 	
Αβδος 	V6	Edessa	PF1A	Eus +HE i 13. 18	child of Αβδος	2018-03-14 	
Αβδος 	V6	Wādī Mukattab	byzantine	Euting_Sinaitische no. 380; 		2018-03-14 	
Αβδος 	V6	Buthaynah	imperial	Dussaud_Macler_Voyage p. 142 no. 2; 	child of Ολεφος	2018-03-14 	
Αβδος 	V6	Umm al Jimāl	100-600	IGLS_XXI_5 294; 		2018-03-14 	
Αβδος 	V6	Umm al Jimāl	100-600	IGLS_XXI_5 508; 		2018-03-14 	
Αβδος 	V6	Umm al Qiṭṭayn	257-258	IGLS_XXI_5 699; 		2018-03-14 	
Αβδος 	V6	Umm al Qiṭṭayn	100-600	IGLS_XXI_5 705; 		2018-03-14 	
Αβδος 	V6	Umm al Qiṭṭayn	100-600	IGLS_XXI_5 713; 		2018-03-14 	
Αβδος Ἀγρίππας 	V6	Habiba	imperial	IGLS_XV_1 82a; 	child of Γομαιμος	2018-03-14 	
Αβδος 	V6	Agraina	imperial	IGLS_XV_1 278; 	child of Οὐιτάλιος	2018-03-14 	
Αβδος 	V6	Aerita	imperial	IGLS_XV_2 344; 	child of Αἰδέσιος	2018-03-14 	
Αβδος 	V6	Saba-Philippopolis	imperial	IGLS_XV_2 440a; 	child of Ταλεμος	2018-03-14 	
Αβδος 	V6	Bostra	imperial	IGLS_XIII_2 9957; 	child of Ουαβαλλας	2018-03-14 	
Αβδος 	V6	Soada-Dionysias	PM3A	IMSoueida 5, 1; (SEG XL 1522)	child of Μεδαος	2018-03-14 	
Αβδος 	V6	Soada-Dionysias	imperial	IMSoueida 84; 		2018-03-14 	
Αβδος 	V6	Khirbat al-Samrā	byzantine	SEG XLVIII 1942.36		2018-03-21 	
Αβδος 	V6	Ṣalkhad	imperial	AAES_III_A 162, 3		2018-04-10 	
Αβδος 	V6	Kafr	318-319	AAES_III_A 179	child of Ἱερώνυμος	2018-04-11 	
Αβδοσιμεος 	V6	Zoara	375-425	IPalTertia_Ia 305; 	child of Οὐλπιανός	2018-03-14 	
Αβδοσουαιδος 	V6	Eboda	P3-4A	INegev 3, 5; (SEG XXVIII 1371)		2018-03-14 	
Αβδουβαστις 	V6	Sidon	P3B	Waddington_ISyrie 1866 c, 3; BE 1977, no. 537		2018-03-14 	
Αβδους 	V6	Phoenicia	P2-1B	SEG LV 1593.3		2018-03-14 	
Αβδους 	V6	Zoara	383-453	IPalTertia_Ia 194; 		2018-03-14 	
Αβδους 	V6	Naboukanath	imperial	IMnBeyrouth 21, 4; 		2018-03-14 	
Αβδουσαρης Μάξιμος 	V6	Bostra	imperial	IGLS_XIII_1 9266; 		2018-03-14 	
Αβδουσιρις 	V6	Arka-Kaisareia near Libanon	57-110	IGLS_VII 4056, 5; 	child of Βεελβαραχος	2018-03-14 	
Αβδουσιρος 	V6	Byblos	-8--7	FroehnerInscrLouvre 79, 5; (SEG XLVI 1782)		2018-03-14 	
Αβδοχηλος 	V6	Doura-Europos	P3A	SEG VII 733	child of Ναβουχηλος	2018-03-14 	
Αβδσαουαρος 	V6	Bostra	imperial	IGLS_XIII_2 9576; 		2018-03-14 	
Αβδυζμουνος 	V6	Sidon	P3B	Waddington_ISyrie 1866 c, 2; BE 1977, no. 537		2018-03-14 	
Αβδυσαρης 	V6	Bostra	imperial	IGLS_XIII_2 9512; 	child of Ενιος	2018-03-14 	
Αβδυωκος? 	V6	Tyre	41-54	ITyr_II 377, 2; 		2018-03-14 	
Αβδων 	V6	Doura-Europos	223-225	PDura 67 ix 16		2018-03-14 	
Αβδων 	V6	Bostra	imperial	IGLS_XIII_2 9540; 		2018-03-14 	
Αβδωνας 	V6	Doura-Europos	204-204	PDura 100 vii 13		2018-03-14 	
Αβδωνας 	V6	Doura-Europos	204-204	PDura 101 xii 26	=? Αβδωνας	2018-03-14 	
Αβεδαδαδος 	V6	Eutimia-al-Ḥārrah	byzantine	IGLS_XIV.2 494, 1	child of Μοκιμος	2018-03-14 	
Αβεδαλαας 	V6	Doura-Europos	207-207	PDura 100 xxviii 19		2018-03-14 	
Αβεδανης 	V6	Kiboreia-	132-132	IGLS_XI 4, 5; 		2018-03-14 	
Αβεδιαρδας 	V6	Beth Phouraia--	245-256	PEuphr 1, 4; ; PEuphr 3, 3; PEuphr 4, 3; PEuphr 9, 3, 17		2018-03-14 	
Αβεδλαας 	V6	Doura-Europos	207-207	PDura 100 xiii 1		2018-03-14 	
Αβεδλαας 	V6	Doura-Europos	204-204	PDura 100 xxii 11; PDura 102 v 13	child of Μάξιμος	2018-03-14 	
Αβεδλαας 	V6	Akrum	309-309	SEG XXVI 1631 a, 1		2018-03-14 	
Αβεδλαας 	V6	Doura-Europos	195-195	PDura 100 i 6	child of Βουκκαιος	2018-03-14 	
Αβεδλαας 	V6	Nihatha	imperial	SEG XL 1418b, 1	child of Αοδεαιος	2018-03-14 	
Αβεδμαλεχος 	V6	Nessana--	P6A	PNess 122, 4	child of Αβδαλγης	2018-03-14 	
Αβεδμαλχος 	V6	Doura-Europos	206-206	PDura 100 xxviii 16		2018-03-14 	
Αβεδμαλχος 	V6	Doura-Europos	203-203	PDura 100 xl 13; PDura 101 xl 20	child of Αυθαιος	2018-03-14 	
Αβεδμαλχος 	V6	Doura-Europos	241-241	PDura 110, 9		2018-03-14 	
Αβεδμελεχος 	V6	Sidon	imperial	CumontCatBrux 142; 		2018-03-14 	
Αβεδναβος 	V6	Doura-Europos	203-203	PDura 100 xxvii 14	child of Θεμαρσας	2018-03-14 	
Αβεδναμαρης 	V6	Doura-Europos	212-212	PDura 100 xxxviii 8; PDura 101 xxxviii 16	child of Μαρωνας	2018-03-14 	
Αβεδομ 	V6	Kafr Ḥūt	byzantine	IGLS_II 326	child of Κυνήγις	2018-03-27 	
Αβεδος 	V6	Doura-Europos	214-214	PDura 100 xiv 11	child of Αμρας	2018-03-14 	
Αβεδος 	V6	Doura-Europos	P1-2A	Cumont_DouraEuropos p. 388 no. 27, 19		2018-03-14 	
Αβεδραψας 	V6	Diokleion M.	325-325	IGLS_IV 1409, 3; IGLS_IV 1410, 1; IGLS_IV 1411 c	child of Διονύσιος	2018-03-14 	
Αβεδσαβης 	V6	Doura-Europos	P1-2A	SEG VII 712, 10		2018-03-14 	
Αβεδσαλμας 	V6	Doura-Europos	214-214	PDura 100 xiv 4	child of Ιεραιος	2018-03-14 	
Αβεδσαλμας 	V6	Doura-Europos	201-201	PDura 100 xxxix 10	child of Θεμαρσας	2018-03-14 	
Αβεδσαλμης 	V6	Doura-Europos	251-251	PDura 97, 8		2018-03-14 	
Αβεδσαυτας 	V6	Beth Phouraia--	245-256	PEuphr 1, 4; ; PEuphr 3, 2; PEuphr 4, 3; PEuphr 9, 3, 17	child of Αβεδιαρδας	2018-03-14 	
Αβεδσαυτας 	V6	Beth Phouraia--	235-235	PEuphr 15, 6; 		2018-03-14 	
Αβεδσημιας 	V6	Doura-Europos	204-204	PDura 100 xxii 12; PDura 101 xvii 19; PDura 102 v 14		2018-03-14 	
Αβεδσιμεια 	V6	Doura-Europos	250-256	TEAD 9 (1) p. 212 no. 940 I iii 3		2018-03-14 	
Αβειβατη 	V6	Soada-Dionysias	imperial	IMSoueida 94, 1; (Djebel_al_Arab p. 133 no. 7.05)	child of Μογαιερος	2018-03-14 	
Αβειβηλ 	V6	Rufay‘a	hellenistic	OriensAntiquus 9 (1970) p. 132; (SEG XL 1541); Al_Wohaibi_Golfo_Arabico p. 46	child of Νουμας	2018-03-14 	
Αβειβος 	V6	Al ‘Ānāt	imperial	AAES_III_A 226		2018-04-11 	
Αβεισμαχχινιος 	V6	Doura-Europos	33-34	SEG VII 353, 2		2018-03-14 	
Αβελας 	V6	Rafid-	P5-6A	&Gregg-Urman_Golan 120, 3; ; SEG LVI 1874		2018-03-14 	
Αβελλααμουν 	V6	Tripolis	byzantine	Renan_Phénicie p. 138 no. 2, 3		2018-03-14 	
Αβελος 	V6	Apheka-	200-699	Gregg-Urman_Golan 39, 2; 		2018-03-14 	
Αβεμμηλος 	V6	Doura-Europos	153-153	TEAD 7/8 p. 168 no. 871, 3	child of Σαλαμγας	2018-03-14 	
Αβεμμης 	V6	Doura-Europos	61-62	SEG II 791, 1; &SEG VII 800	child of Γαββουττης	2018-03-14 	
Αβεμμης 	V6	Doura-Europos	imperial	TEAD 5 p. 48 no. 402; TEAD 5 p. 293 no. 601b; TEAD 6 p. 115 no. 642; TEAD 9 (3) p. 124 no. 986	child of Βαρχαλβ	2018-03-14 	
Αβεμμης 	V6	Doura-Europos	54-54	TEAD 5 p. 114 no. 418, 7		2018-03-14 	
Αβεμμης 	V6	Doura-Europos	P2-3A	TEAD 6 p. 37 no. 617, 2		2018-03-14 	
Αβεμμης 	V6	Laodikeia near Libanon	imperial	IMnBeyrouth 395, 2; 		2018-03-14 	
Αβεσοβος 	V6	Iethira--	byzantine	SEG L 1499, 3; ; (CBCMPIPT 100)		2018-03-14 	
Αβθαλλας 	V6	Nessana--	P6A	PNess 36, 11	child of Ζαυανης	2018-03-14 	
Αβιανης 	V6	Doura-Europos	201-201	PDura 100 xxxii 6; PDura 101 xxxii 17	child of Ματθανας	2018-03-14 	
Αβιβαθη 	V6	Neue	imperial	IGLS_XIV.2 441		2018-03-14 	
Αβιβαθη 	V6	Dion	380-440	IGLS_XIV_1 266, 2	child of Αουλιτος	2018-03-14 	
Αβιβαθη 	V6	Umm al Jimāl	100-600	IGLS_XXI_5 154; 		2018-03-14 	
Αβιβαθη 	V6	Umm al Jimāl	100-600	IGLS_XXI_5 155; 		2018-03-14 	
Αβιβαθη 	V6	Umm al Jimāl	100-600	IGLS_XXI_5 156; 		2018-03-14 	
Αβιβαθη 	V6	Ṣabḥa	100-600	IGLS_XXI_5 637; 	child of Μοσλεμος	2018-03-14 	
Αβιβαθη 	V6	Borekath Sabaon,Ṣalkhad	403-404	AAES_III_A 159; &SEG LI 2049	other relative of Ραββος	2018-04-10 	
Αβιβαλος 	V6	Tyre	heroic	FGrH 785 F 1		2018-03-14 	
Αβιβας 	V6	Diokleion M.	imperial	IGLS_IV 1528c		2018-03-14 	
Αβιβας 	V6	Doura-Europos	201-201	PDura 101 xxvii 15	child of Νεβουδαος	2018-03-14 	
Αβιβας 	V6	Doura-Europos	214-214	PDura 101 xxx 10		2018-03-14 	
Αβιβεθ 	V6	Doura-Europos	imperial	SEG VII 768		2018-03-14 	
Αβιβηος 	V6	Adraa	imperial	IGLS_XIV_1 27, 1	child of Ζικος	2018-03-14 	
Αβιβις 	V6	Doura-Europos	205-208	PDura 101 xliii 5	child of Ζεβιδας	2018-03-14 	
Αβιβις 	V6	Palmyra-Tadmur,Tibiscum-Jupa, Obreja	171-270	IDR III (1) 154		2018-03-14 	
Αβιβιων 	V6	Syria	P4_5A	Thdt +H. +Rel. 26. 4		2018-03-14 	
Αβιβιων Νασραιος 	V6	Palmyra-Tadmur	150-170	IGLS_XVII.1 532	child of Μαλιχος	2018-03-14 	
Αβιβος 	V6	Edessa,Telzeha	313-324	DCB s.v. Habibus (2)		2018-03-14 	
Αβιβος 	V6	Al Hayāt	imperial	AAES_III 364c; 		2018-03-14 	
Αβιβος 	V6	Ṣabḥa	100-600	IGLS_XXI_5 628; 		2018-03-14 	
Αβιβος 	V6	Umm al Qiṭṭayn	100-600	IGLS_XXI_5 707; 		2018-03-14 	
Αβιβος 	V6	Phaine	imperial	IGLS_XV_1 22c; 	child of Αδεμος	2018-03-14 	
Αβιβος 	V6	Saura	174-175	IGLS_XV_1 96; 		2018-03-14 	
Αβιβος 	V6	Saura	imperial	IGLS_XV_1 120; 	child of Βορκαιος	2018-03-14 	
Αβιβος 	V6	Rimea	imperial	IGLS_XV_2 400; 		2018-03-14 	
Αβιβος 	V6	Bostra	imperial	IGLS_XIII_2 9513; 	child of Ασβος	2018-03-14 	
Αβιβος 	V6	Samosata--	297-308	Synaxarium col. 431		2018-03-14 	
Αβιβος 	V6	Doura-Europos	205-208	PDura 101 xliii 6		2018-03-14 	
Αβιβος 	V6	Palmyra-Tadmur,Rome	P2A	CIL VI 19134; (CIS II 3905)	child of Αννουβαθος	2018-03-14 	
Αβιγεναιος 	V6	Emesa,Intercisa-Dunaújváros	201-230	RIU 1184	grandchild of Δεισαν	2018-03-19 	
Αβιγινναιος 	V6	Doura-Europos	61-62	SEG II 790; &SEG VII 800	child of Ανιωσαμισος	2018-03-14 	
Αβιδαανας 	V6	Rachla-Zenopolis	60-60	IGLS_XI 20, 3; 		2018-03-14 	
Αβιδαανης 	V6	Abila Lysaniou	imperial	MUSJ 23 (1940) p. 36 no. 2; &SEG XL 1391, 2		2018-03-14 	
Αβιδαανης 	V6	Rachla-Zenopolis	284-284	IGLS_XI 24, 3; 	child of Βεελιαβος	2018-03-14 	
Αβιδαδαδος 	V6	Doura-Europos	204-204	PDura 98 iii 19; PDura 100 vii 14; PDura 101 xii 28		2018-03-14 	
Αβιδαθης 	V6	Doura-Europos	P2_3A	TEAD 7/8 p. 276 no. 905, 2		2018-03-14 	
Αβιδακαρος 	V6	Zoara	452-452	IPalTertia_Ia 191; 		2018-03-14 	
Αβιδαλαας 	V6	Doura-Europos	223-225	PDura 67 vii 2		2018-03-14 	
Αβιδαλλαθος 	V6	Yanuh	120-160	IMnBeyrouth 20 a; 		2018-03-14 	
Αβιδβηλος 	V6	Berytos	P2-3A	Waddington_ISyrie 1854d, 1		2018-03-14 	
Αβιδβηλος 	V6	Abila Lysaniou	imperial	Waddington_ISyrie 2556, 3; CRAI 1900 p. 155; (Hajjar 167)		2018-03-14 	
Αβιδγιναιος 	V6	Doura-Europos	180-180	PDura 17c, 22		2018-03-14 	
Αβιδγιναιος 	V6	Ossa	134-134	PDura 23, 14	child of Ραγοαιος	2018-03-14 	
Αβιδδαιος 	V6	Doura-Europos	P2A	SEG VII 376, 5		2018-03-14 	
Αβιδδαρανης 	V6	Maqam er-Rabb	163-164	SEG XIX 881, 5	child of Σαιζουβας	2018-03-14 	
Αβιδεης 	V6	Doura-Europos	P1-2A	SEG II 771, 4; &SEG VII 800		2018-03-14 	
Αβιδελλα 	V6	Jerusalem	byzantine	CIIP_I.2 842.15; 		2018-03-14 	
Αβιδιθος 	V6	Soada-Dionysias	imperial	IMSoueida 16, 3; (SEG VII 973)	child of Μασηχος	2018-03-14 	
Αβιδισταρας 	V6	Qal‘at al Bahrain	PS2B	SEG XL 1519, 1; (SEG LII 1739)	child of Αβδαιος	2018-03-26 	
Αβιδισωμος 	V6	Doura-Europos	PF2A	TEAD 5 p. 151 no. 468, 8		2018-03-14 	
Αβιδλαας 	V6	Doura-Europos	223-225	PDura 67 v 21		2018-03-14 	
Αβιδλαας 	V6	Doura-Europos	199-201	PDura 98 ix 6		2018-03-14 	
Αβιδλαας 	V6	Doura-Europos	P2-3A	TEAD 6 p. 37 no. 617, 6	child of Ραχιμμαιος	2018-03-14 	
Αβιδλαας 	V6	Heliopolis	imperial	IGLS_VI 2817; 		2018-03-14 	
Αβιδλαας 	V6	Doura-Europos	214-214	PDura 102 vii 5		2018-03-14 	
Αβιδλαας 	V6	Doura-Europos	201-201	PDura 101 i 8		2018-03-14 	
Αβιδλαας 	V6	Doura-Europos	204-204	PDura 101 xvii 18	=? Αβεδλαας	2018-03-14 	
Αβιδλαας 	V6	Doura-Europos	216-216	PDura 101 xx 20		2018-03-14 	
Αβιδλαιν 	V6	Doura-Europos	204-204	PDura 100 xxxii 37; PDura 101 xxxiii 17		2018-03-14 	
Αβιδλατης 	V6	Doura-Europos	imperial	SEG VII 655		2018-03-14 	
Αβιδλεος 	V6	Syria	imperial	Syria 92 (2015) pp. 305-6 no. 8, 1; 		2018-03-14 	
Αβιδμαλχος 	V6	Doura-Europos	204-204	PDura 98 xi 4; PDura 100 xvii 9; PDura 101 xxii 19	child of Μαρωσας	2018-03-14 	
Αβιδμαλχος 	V6	Doura-Europos	214-225	PDura 12 verso x 20	child of Αιανης	2018-03-14 	
Αβιδμαλχος 	V6	Doura-Europos	216-216	PDura 101 xxv 23		2018-03-14 	
Αβιδναβος 	V6	Doura-Europos	223-225	PDura 67 ix 8	child of Θεμαρσας	2018-03-14 	
Αβιδναβου 	V6	Doura-Europos	imperial	TEAD 5 p. 168 no. 499, 3		2018-03-14 	
Αβιδνηρ 	V6	Doura-Europos	153-153	TEAD 7/8 p. 168 no. 871, 7		2018-03-14 	
Αβιδνηριγλος 	V6	Doura-Europos	2-3	SEG VII 352, 3	child of Ζαβιδιλαιος	2018-03-14 	
Αβιδοταρος 	V6	Abila Lysaniou	166-167	SEG XXXIX 1565, 6		2018-03-14 	
Αβιδρωδακος 	V6	Beathagae--	251-251	PEuphr 8, 1, 9, 30; 		2018-03-14 	
Αβιδσαλμας 	V6	Doura-Europos	214-214	PDura 101 xl 31	child of Θεμαρσας	2018-03-14 	
Αβιδσαλμας 	V6	Doura-Europos	214-214	PDura 101 xlv 14	=? Αβεδσαλμας	2018-03-14 	
Αβιδσημιας 	V6	Doura-Europos	204-204	PDura 98 i 17	child of Πούβλιος	2018-03-14 	
Αβιδσημιας 	V6	Doura-Europos	P1-2A	SEG II 771, 2; &SEG VII 800		2018-03-14 	
Αβιδσημιος 	V6	Doura-Europos	P2A	SEG VII 376, 13		2018-03-14 	
Αβιδσημις 	V6	Doura-Europos	P2A	SEG VII 374, 5		2018-03-14 	
Αβιδφουρ 	V6	Doura-Europos	201-201	PDura 100 xxxix 19; PDura 101 xxxix 22		2018-03-14 	
Αβιδφουρ 	V6	Doura-Europos	201-201	PDura 100 xxxix 23; PDura 101 xxxix 26		2018-03-14 	
Αβιηλος 	V6	Doura-Europos	imperial	SEG VII 771		2018-03-14 	
Αβιλαας 	V6	Magdala--	243-243	PEuphr 5, 5; 		2018-03-14 	
Αβιμενος Γρηγόριος 	V6	Anasartha-Theodoroupolis	byzantine	IGLS_II 292	=? Γρηγόριος	2018-03-26 	
Αβιμμης 	V6	Hermel,	imperial	IMnBeyrouth 345, 1; (Hajjar 143)		2018-03-14 	
Αβιμμης 	V6	Hammara	250-310	IGLS_VI 2986; &SEG LIX 1692, 2	child of Ἀπολλινάριος	2018-03-14 	
Αβιμμης 	V6	Ainkania	P3A	IGLS_VI 2986, 4; (SEG LIX 1692)		2018-03-14 	
Αβιμμης 	V6	Ainkania	P3A	IGLS_VI 2986, 5; (SEG LIX 1692)		2018-03-14 	
Αβιμμης 	V6	Ainkania	250-310	IGLS_VI 2986; &SEG LIX 1692, 4	child of Ἀπολλώνιος	2018-03-14 	
Αβιμμης 	V6	Abila Lysaniou	P1B_1A	RevBibl NS??? (1914) p. 514, 3; (RhMus 68 (1913) p. 634)		2018-03-14 	
Αβινναιος 	V6	Doura-Europos	249-250	TEAD 9 (3) p. 55 no. 962, 3		2018-03-14 	
Αβις 	V6	Wādī Ḥajjāj	byzantine	IWadi_Haggag 110; 		2018-03-14 	
Αβισαλυτας 	V6	Magloula	167-167	Mitt_Sem_orient_Sprachen 1 (1898) Abt. 2, p. 147 no. 4; 	child of Ἑρμῆς	2018-03-14 	
Αβισαμαιας 	V6	Palmyra-Tadmur	225-275	IGLS_XVII.1 519; 	child of Μαλχης	2018-03-14 	
Αβισιλα 	V6	Syria,Egypt (Arsinoites)-Fayum-	-238--237	PPetr2 I 13; Lada E2485		2018-03-14 	
Αβισομης 	V6	Doura-Europos	imperial	TEAD 5 p. 146 no. 454, 21		2018-03-14 	
