,Name ,Vol. ,Place ,Date ,Reference ,Relationships ,Uncial,Isopsephy
19249,??????? ,V6,Bostra,imperial,IGLS_XIII_2 9520; ,,??????? ,441
19251,??????? ,V6,Umm al Jim?l,100-600,IGLS_XXI_5 360; ,child of ???????,??????? ,422
19252,??????? ,V6,Khirbat al-Samr?,P2-4A,"SEG VII 921, 1; (SEG XLVIII 1942)",child of ???????,??????? ,491
19255,???????? ,V6,Salamias,byzantine,"IGLS_V 2521, 3",,???????? ,456
19256,?????? ,V6,Rachla-Zenopolis,253-253,"IGLS_XI 22, 3; ",child of ??????,?????? ,581
19257,??????? ,V6,?aww?rah,imperial,"Mittmann_Beiträge 168 no. 3, 1",child of ????????,??????? ,571
19258,???????? ,V6,Heliopolis,imperial,IMnBeyrouth 347; (Hajjar 339),,???????? ,460
19260,????????? ,V6,Soada-Dionysias,imperial,"IMSoueida 94, 2; (Djebel_al_Arab p. 133 no. 7.05)",child of ??????,????????? ,499
19261,?????? ,V6,Adraa,imperial,IGLS_XIV_1 123a,,?????? ,123
19262,??????? ,V6,?ab?a,100-600,IGLS_XXI_5 638; ,,??????? ,392
19269,???????? ,V6,Birtha,imperial,IGLS_XV_2 480; ,child of ????????,???????? ,493
19271,??????? ,V6,Emesa,149-149,"IGLS_V 2381, 3",,??????? ,488
19274,??????? ,V6,Saba-Philippopolis,100-600,AAES_III 390; ,,??????? ,443
19279,????????? ,V6,Bostra,P2A,IGLS_XIII_2 9508; ,,????????? ,790
19280,???????? ,V6,"Ioudaia-Palaistine,Jerusalem",575-630,PLRE III (-),,???????? ,889
19284,??????? ,V6,Apheka-,imperial,"(Gregg-Urman_Golan 29, 3); ; SEG XLVI 1944.9",,??????? ,685
19285,??????? ,V6,Adraa,imperial,"IGLS_XIV_1 145, 3",,??????? ,486
19297,?????? ,V6,Gedla,imperial,"IGLS_XIV.2 580, 1",,?????? ,389
19298,??????? ,V6,Umm al Qi??ayn,100-600,IGLS_XXI_5 721; ,child of ????????,??????? ,490
19299,???????? ,V6,Adraa,imperial,IGLS_XIV_1 123b,,???????? ,439
19300,??????? ,V6,Doura-Europos,P3A,PDura 47 i 18,,??????? ,404
19312,???????? ,V6,Adraa,imperial,IGLS_XIII_2 9901,,???????? ,460
19313,??????? ,V6,Bostra,imperial,IGLS_XIII_2 9524a; ,,??????? ,183
19314,?????? ,V6,Doroa,212-262,IGLS_XIII_2 9854; ,,?????? ,435
19315,?????? ,V6,Umm as Surab,100-600,IGLS_XXI_5 72; ,child of ?????????,?????? ,485
19316,??????? ,V6,Arethousa,imperial,"IGLS_V 2166, 2",,??????? ,398
19317,?????? ,V6,Nessana--,byzantine,"Nessana I p. 187 no. 127, 2",child of ??????,?????? ,176
19318,?????? ,V6,Saura,imperial,IGLS_XV_1 132; ,,?????? ,488
19319,?????? ,V6,?ab?a,100-600,IGLS_XXI_5 653; ,,?????? ,399
19321,?????????? ,V6,Gerasa,P2A,"IGerasa 42, 3; ",child of ??????,?????????? ,487
19326,???????? ,V6,Umm as Surab,100-600,IGLS_XXI_5 73; ,child of ??????,???????? ,440
19327,?????? ,V6,Gerasa,162-164,"SEG LXIII 1596, 3",child of ???????,?????? ,421
19328,?????? ,V6,Antioch,P2A,XEph ii 5. 6 ff.,,?????? ,430
19329,???????? ,V6,Dh?b?n,370-371,Dussaud_Macler_Voyage p. 191 no. 70; ,,???????? ,450
19330,????????? ,V6,Beth Phouraia--,243-243,"PEuphr 13, 6, 16; ",child of ????????,????????? ,460
19331,???????? ,V6,Doura-Europos,180-180,"PDura 17c, 23",,???????? ,455
19338,????????? ,V6,Palmyra-Tadmur,104-104,IGLS_XVII.1 516; ,child of ????????,????????? ,461
19340,??????? ,V6,Emesa,384-384,"Syria 92 (2015) pp. 303-4 no. 6, 3; ",,??????? ,450
19387,??????? ?????????? ,test,Palmyra-Tadmur,25-75,IGLS_XVII.1 404; IGLS_XVII.1 405,child of ???????,??????? ?????????? ,1007
19395,??????? ????? ,test,Palmyra-Tadmur,151-200,IGLS_XVII.1 54,,??????? ????? ,1571
19433,???????? ,V6,Doura-Europos,P3A,"TEAD 6 p. 171 no. 691a, 3",,???????? ,470
19434,?????????? ,V6,Khirbat Sa?ar,imperial,IGLS_XV_1 49b; ,,?????????? ,969
19436,???????? ,V6,Mashara,P2A,"SEG XXVIII 1351, 7",,???????? ,1021
19440,???????? ,V6,Neue,imperial,"IGLS_XIV.2 438d, 3",,???????? ,465
19442,??????? ,V1,Aerita,imperial,IGLS_XV_2 344; ,,??????? ,455
19452,?????? ,V6,Nessana--,558-562,"PNess 20, 6; PNess 61, 11","child of ?????????,spouse of ???????",?????? ,746
19453,???????? ,V6,Phaine,imperial,IGLS_XV_1 29b; ,child of ?????????,???????? ,763
19455,??????? ,V6,Rehoboth,byzantine,"IPalTertia_west 97, 2",,??????? ,946
19456,?????? ,V6,Zoara,433-468,IPalTertia_Ia 219; ,child of ??????,?????? ,753
19457,??????? ,V6,Zoara,395-395,IPalTertia_Ia 76; ,,??????? ,953
19458,?????? ,V6,Adraa,imperial,IGLS_XIV_1 124,,?????? ,749
19459,??????? ,V6,Saltatha-?adad,P2-3A,"IGLS_V 2695, 3",,??????? ,460
19460,???????? ,V6,Adraa,imperial,IGLS_XIII_2 9903; ,child of ?????,???????? ,828
19461,????????? ,V6,Apameia,imperial,IMDamas p. 146 no. 13,,????????? ,551
19462,?????? ,V6,Gerasa,P2A,"IGerasa 42, 4; ",,?????? ,1070
19463,??????? ,V1,Umm al Jim?l,100-600,IGLS_XXI_5 96; ,child of ??????,??????? ,1015
19464,????? ,V6,Saura,imperial,IGLS_XV_1 130; ,spouse of ?????????,????? ,748
19465,?????? ,V6,Khirbat ‘Aww?d,426-427,"SEG VII 1229, 1",,?????? ,1010
19466,?????????? ,V6,Pella-Apameia,imperial,"IGLS_IV 1780, 1",,?????????? ,441
19467,????????? ,V6,Doura-Europos,223-225,PDura 67 v 14,,????????? ,500
19475,????????????? ,V6,Kanatha,imperial,AAES_III 421; ,,????????????? ,531
19476,???????? ,V6,Kafr--,imperial,"IMSoueida 187, 1; ",child of ??????,???????? ,491
19477,??????? ,V6,Doura-Europos,imperial,"TEAD 5 p. 22 no. 392, 3",,??????? ,441
19478,???????? ,V6,Petra,540-541,"PPetra III 22, 12, [136], [158], 181; PPetra IV 37, 17; PPetra IV 45, [17], [20]; PPetra IV 46, [21]; PPetra IV 47, 18",,???????? ,501
19479,??????? ,V6,Surman--,431-432,"ZDPV 37 (1914) p. 140 no. 14, 3",,??????? ,475
19484,??????? ,V6,Zorava,imperial,IGLS_XV_1 209; ,,??????? ,485
19485,??????? ,V6,Sachare,227-227,PDura 26 verso 4,,??????? ,480
19529,???????? ,V6,Surman--,365-366,"(Gregg-Urman_Golan 175, 2); IGLS p. 23; SEG XLVI 1995.1",child of ????????,???????? ,1211
19530,?????? ,V6,Birtha,imperial,IGLS_XV_2 457; ,,?????? ,440
19531,???????? ,V6,Damatha,imperial,IGLS_XV_2 304; ,,???????? ,510
19536,????????? ??????? ,V6,Adiabene,-20-36,RE (1); PIR2 ? 678,"child of ??????,spouse of ?????",????????? ??????? ,801
19537,????????? ,V6,Adiabene,1-65,RE (2); PIR2 M 679,"child of ????????? ???????,child of ?????",????????? ,510
19539,????? ,V6,Umm al Jim?l,100-600,IGLS_XXI_5 143; ,,????? ,430
19540,????????? ,V6,Emmatha,byzantine,SEG XLVII 2024,,????????? ,1850
19541,?????????? ,V6,"Phoenicia,Syria",imperial,"BCH 3 (1879) p. 261 no. 6, 2",,?????????? ,582
19542,???????? ,V6,"Heliopolis,Berytos",imperial,"IMnBeyrouth 337, 8; (Hajjar 62)",child of ???????? ?????????????,???????? ,781
19545,???????? ????????????? ,V6,"Heliopolis,Berytos",imperial,"IMnBeyrouth 337, 1; (Hajjar 62)",child of ?????????? ??????,???????? ???????????? ,1622
19552,???????? ,V6,Yoqneam,imperial,SEG XXXII 1531,child of ??????????,???????? ,809
19553,?????? ,V6,Birtha,imperial,IGLS_XV_2 477; ,child of ??????,?????? ,550
19555,????? ,V6,Umm al Jim?l,100-600,IGLS_XXI_5 370; ,child of ??????,????? ,216
19556,??????? ,V6,Umm al Jim?l,100-600,IGLS_XXI_5 371; ,child of ?????????,??????? ,233
19558,??????? ,V6,?uw?ra,P2-3A,"IGLS_XIII_2 9882, 3; (SEG LVII 1903)",child of ?????,??????? ,505
19559,??????? ,V6,Birtha,imperial,IGLS_XV_2 477; ,child of ???????,??????? ,525
19560,???????? ,V6,?ab?a,100-600,IGLS_XXI_5 664; ,child of ???????,???????? ,433
19561,??????? ,V6,Zoara,439-439,IPalTertia_Ia 161; ,,??????? ,685
19562,?????? ,V6,Adraa,imperial,IGLS_XIII_2 9744; ,,?????? ,500
19563,???????? ,V6,Adraa,imperial,IGLS_XIII_2 9934; ,child of ??????,???????? ,631
19566,?????? ,V6,Aire,P2A,"IGLS_XIV.2 549, 2; IGLS_XIV.2 550, 2; IGLS_XIV.2 551, 2; IGLS_XIV.2 552, [2]",,?????? ,580
19567,?????? ,V6,W?d? ?ajj?j,byzantine,IWadi_Haggag 66; ,,?????? ,325
19568,??????? ,V6,Umm al Jim?l,100-600,IGLS_XXI_5 373; ,,??????? ,586
19569,????????? ,V6,Kanatha,imperial,IGLS_XIII_2 9842; ,,????????? ,652
19570,????????? ,V6,Zoara,475-498,IPalTertia_Ia 251; ,child of ?????????,????????? ,656
19572,????????? ,V6,Aerita,imperial,IGLS_XV_2 365; ,,????????? ,662
19573,??????? ,V6,Bostra,imperial,"IGLS_XIII_1 9261, 3; ",,??????? ,588
19574,???????? ,V6,Zorava,imperial,IGLS_XV_1 202; ,child of ???????,???????? ,598
19575,????????? ,V6,?ab?a,100-600,IGLS_XXI_5 686; ,,????????? ,660
19576,??????? ,V6,Birtha,imperial,IGLS_XV_2 477; ,,??????? ,625
19577,???????? ,V6,Umm al Jim?l,100-600,IGLS_XXI_5 374; ,child of ???????,???????? ,533
19578,?????? ,V6,Remmona,imperial,IGLS_XIII_2 9620; ,child of ???????,?????? ,916
19579,???????? ,V6,Adraa,imperial,IGLS_XIV_1 125,,???????? ,933
19580,?????? ,V6,Nessana--,569-569,"PNess 25, 5",,?????? ,590
19581,???????? ,V6,Umm al Jim?l,100-600,IGLS_XXI_5 255; ,,???????? ,655
19584,??????? ,V6,‘Urm?n,imperial,"PEQ 27 (1895) p. 347 no. 165, 2; (ISyrie 2050)",child of ??????,??????? ,785
19585,?????? ,V6,Jerusalem,P1A,CIIP_I.1 254; ,,?????? ,1111
19586,??????? ,V6,"Laodikeia,",1-199,IG II<2> 9181; FRA 3277,child of ???????,??????? ,978
19587,??????? ,V6,Aire,P2A,"IGLS_XIV.2 556, 1; IGLS_XIV.2 556a, 1",child of ??????,??????? ,1770
19588,?????? ,V6,Antioch,PS5A,PLRE II (-),,?????? ,1180
19601,???????? ,V6,Nemara,100-600,MSM II 71; ,,???????? ,1981
19602,???????? ,V6,Phaino,475-525,IPalTertia_Ib 75; ,,???????? ,833
19603,????????? ,V6,Zoara,474-474,IPalTertia_Ia 227; (SEG LIV 1709),,????????? ,835
19604,???????? ,V6,Sounoa,100-600,MSM II 76; Rec_arch_or 5 (1903) p. 368,,???????? ,792
19605,??????? ,V6,Petra,582-592,"PPetra III 31, 66",,??????? ,815
19606,????????? ,V6,Doura-Europos,216-216,PDura 98 x 12,,????????? ,861
19628,?????? ,V6,Eboda,154-235,"INegev 10, 1; &SEG LVII 1822",child of ?????????? ????????,?????? ,1148
19629,?????????? ,V6,Tyre,byzantine,"ITyr_I 177, 2; ",,?????????? ,1980
19630,????????? ,V6,Bosora,imperial,IGLS_XV_1 249; ,,????????? ,1141
19637,???????? ,V6,Adraa,imperial,"IGLS_XIV_1 103a, 1",child of ????????,???????? ,1071
19639,???????? ,V6,Shaykh Sa‘ad,imperial,"IGLS_XIV_1 347, 1",child of ???????,???????? ,1131
19640,??????? ,V6,Balmarcodes-,imperial,IGR III 1082,,??????? ,834
19643,?????????? ,V6,W?d? ?ajj?j,200-500,IWadi_Haggag 177; ,child of ???????,?????????? ,1101
19644,????? ,V6,"Antioch,Rhodes",PF1B,ASAA NS 1-2 (1939-40) p. 168 no. 21 B I,spouse of ???????????,????? ,711
19645,????? ,V6,"Berytos,Balmarcodes-",117-138,"IMnBeyrouth 38, 5; AEp 1992, no. 1690; &MUSJ 62 (2009) p. 88 no. 5, 8; (Hajjar 215)",spouse of ???????,????? ,711
19647,???????? ,V6,Hermopolis-Schmun-Al Ashmunin,82-82,"Aegyptus 94 (2014) p. 67-69 no. 3, 7; (PSI I 37)",,???????? ,991
19653,????????? ,test,Nebo,530-530,IGLS_XXI_2 74; SEG XXXVIII 1659 bis; (SEG XLVIII 1919),spouse of ?????,????????? ,1028
19656,??????? ,V6,Al Arba‘?n,byzantine,Euting_Sinaitische Taf. 4 no. 56; ,,??????? ,988
19658,?????? ,V6,W?d? Mukattab,imperial,CIS_II 983 app.; ,,?????? ,918
19669,??????? ,V6,Tyre,byzantine,ITyr_I 146; ,,??????? ,748
19670,???????? ,V6,Al ?i?n,imperial,SEG VII 916,,???????? ,950
19671,???????? ,V6,Bostra,imperial,IGLS_XIII_2 9556; (SEG LXI 1482),,???????? ,1010
19672,???????? ????????? ,V6,Armenia,PS6A,PLRE III s.v. Mushegh Mamikonian,child of ???????,???????? ????????? ,2727
19673,??????? ,V6,Gadara,PS2A,SEG LII 1626,,??????? ,1280
19674,???????? ,V6,Tyre,byzantine,"ITyr_I 73, 3; ",,???????? ,1830
19675,????????? ,V6,Zoara,449-451,"RE (13); Flemming_Akt_ephes_Synode p. 8, 8",,????????? ,1840
19678,???????? ,V6,Mala?,485-486,MSM II 61; ,child of ???????,???????? ,1585
19679,??????? ,V6,Elousa,byzantine,"IPalTertia_west 52, 2",,??????? ,627
19680,??????? ,V6,Palmyra-Tadmur,25-75,IGLS_XVII.1 517; ,,??????? ,915
19681,??????? ,V6,Mothana,485-486,"SEG VII 1193, 3",child of ?????,??????? ,1185
19682,????????? ,V6,Umm al Jim?l,100-600,IGLS_XXI_5 375; ,,????????? ,1291
19683,??????? ,V6,Bostra,byzantine,IGLS_XIII_2 9543; ,,??????? ,1325
19684,??????? ,V6,Tyre,P2_1B,HE 4396; 4416; 4526; 4528; 4532; 4534; 4540; 4547; 4552; 4556; 4558; 4562; 4568,,??????? ,940
19685,?????? ,V6,Doura-Europos,215-215,PDura 101 xxx 16,,?????? ,750
19686,?????? ,V6,"Syria,Hadrianoutherai",P3A,IKyz I 109,,?????? ,608
19687,??????? ,V6,Doura-Europos,imperial,"TEAD 6 p. 488 no. 816, 4",,??????? ,870
19689,???????? ,V6,Kaisareia,100-300,CIIP_II 1136; ,,???????? ,1060
19690,???????? ,V6,Kaisareia,imperial,SEG LXIII 1547,,???????? ,1060
19691,?????? ,V6,"Sidon,Kaunos",P2B,IKaunos 152; ,child of ?????????,?????? ,648
19692,????????? ,V6,"Arabia,Pois--",-152--152,UPZ 72; Lada E163,,????????? ,1271
19693,????? ,V6,Seleukeia,imperial,IGLS_III_2 1199,child of ?????????,????? ,1640
19694,?????? ,V6,Telmenissos-Maratomyrton,516-516,"SEG XXXII 1439, 7",,?????? ,1690
19695,???? ,V6,Damaskos,P6A,Synaxarium col. 527,spouse of ???????,???? ,1340
19696,????? ,V6,Marisa,P3-2B,"IMarisa p. 60 no. 34, 1 +Add.",,????? ,1390
19698,????? ,V6,"Laodikeia,",P2-1B,EAD XXX 107; ,child of ???????,????? ,941
19699,?????? ????????? ,V6,Gerasa,150-150,"IGerasa 21, 5; ",,?????? ????????? ,2309
19700,???????? ??????????? ,V6,Tyre,P6B,FGrH 783 F 7,child of ?????????,???????? ??????????? ,3040
19701,??????? ,V6,Umm al Jim?l,100-600,IGLS_XXI_5 189; ,,??????? ,1139
19702,?????? ,V6,Emesa,284-284,Synaxarium col. 447,,?????? ,1140
19703,?????? ,V6,Nessana--,byzantine,Nessana I p. 166 no. 73. 3; (SEG VIII 306),"child of ?????????,spouse of ???????",?????? ,1483
19704,??????? ,V6,Elousa,byzantine,SEG XLVI 1845,,??????? ,1745
19705,??????? ,V6,Zabad,byzantine,AAES_IV Syr. 22; (IGLS_II 313),,??????? ,1192
19706,????? ,V6,Nessana--,P6-7A,"PNess 157, 2",,????? ,1210
19711,????? ,V6,Antarados-Constantia,415-415,ChronPasch p. 572,,????? ,1248
19713,????? ,V6,Bosora,imperial,IGLS_XV_1 246; ,,????? ,1410
19714,?????? ,V6,Syria,P4_5A,Thdt +H. +Rel. 24. 5,,?????? ,1648
19720,??????? ,V6,Arabia,570-632,PLRE III s.v. Mohammed,,??????? ,1490
19721,??????? ,V6,Jerusalem,-100-100,CIIP_I.1 573; ,,??????? ,1818
19722,????? ,V6,Sidon,heroic,FGrH 784; RE (-); DPhA M 185,,????? ,1710
19723,??????? ,V6,Ri??b,imperial,SEG XLVIII 1926.6,,??????? ,372
19724,???????? ,V6,Doura-Europos,195-195,PDura 100 xxxvi 20,,???????? ,373
19725,?????? ,V6,Arabia,528-528,PLRE III (1),,?????? ,143
19727,???????? ,V6,Persia--,475-503,RE s.v. Nu?man (2); PLRE II (2),,???????? ,351
19730,?????? ,V6,Paneas-Kaisareia-Banias-,512-512,"SEG XLVI 1987, 1; SEG LV 1719",,?????? ,942
19732,?????? ,V6,Nahariya--,442-443,"SEG XXXVII 1514, 5; ; (CBCMPIPT 259)",=? ???????,?????? ,1092
19733,?????? ?????? ,V6,,imperial,Renan_Phénicie p. 146 no. 1,child of ???????,?????? ?????? ,1324
19734,????????? ,V6,Doura-Europos,164-165,"SEG VII 625, 2",,????????? ,825
19736,??????? ,V6,Persia--,PF6A,PLRE III (-),,??????? ,270
19737,????????? ,V6,Doura-Europos,imperial,SEG VII 749,,????????? ,503
19738,???????????? ,V6,Doura-Europos,54-54,"TEAD 5 p. 114 no. 418, 11",child of ??????????,???????????? ,797
19739,???????????? ,V6,Doura-Europos,imperial,"TEAD 5 p. 20 no. 386, 1",,???????????? ,917
19744,???????????? ,V6,Doura-Europos,imperial,"TEAD 5 p. 178 no. 505, 5",,???????????? ,1435
19746,????????? ,V6,Doura-Europos,201-201,PDura 100 xi 27,,????????? ,736
19747,??????????? ,V6,Doura-Europos,54-54,"TEAD 5 p. 114 no. 418, 8",child of ???????????,??????????? ,899
19748,??????????? ?????? ,Other,Doura-Europos,87-87,"PDura 18 recto 7, 25",,??????????? ?????? ,1221
19749,?????????? ,V6,Doura-Europos,P1A,"SEG VII 723, 15",,?????????? ,806
19750,?????????? ,V6,Doura-Europos,imperial,SEG VII 756,,?????????? ,921
19751,???????????? ,V6,Doura-Europos,164-165,"SEG VII 533, 2; SEG VII 561, 1",child of ?????????,???????????? ,1465
19752,????????? ,V6,Doura-Europos,P2A,"SEG VII 461, 17",,????????? ,674
19753,???????? ,V6,Doura-Europos,imperial,"TEAD 5 p. 146 no. 454, 15",,???????? ,783
19754,?????? ,V6,Doura-Europos,imperial,"SEG VII 680, 1",,?????? ,723
19755,??????????? ,V6,Ossa,204-204,"PDura 31, 2, 9-10, 28, 34, 36, 51",child of ?????,??????????? ,1035
19756,?????????? ,V6,"Phoenicia,Syria",P2-3A,SEG LVIII 1705.16,,?????????? ,1034
19757,??????????? ,V6,Doura-Europos,54-54,"TEAD 5 p. 114 no. 418, 7",child of ???????,??????????? ,1078
19758,?????????? ,V6,Doura-Europos,P3A,"TEAD 7/8 p. 172 no. 876, 4",,?????????? ,1431
19760,???????? ,V6,Zoara,475-475,IPalTertia_Ia 229; ,child of ??????,???????? ,102
19761,??????? ,V6,Shaykh Sa‘ad,imperial,"IGLS_XIV_1 347, 2",,??????? ,334
19762,?????? ,V6,Samoulis-Siml?n,PM2A,"IGLS_XIV.2 473, 5",,?????? ,325
19764,?????? ,V6,‘Urm?n,611-612,MSM II 44; (Djebel_al_Arab p. 147 no. 10.09),,?????? ,259
19766,????? ,V6,Jerusalem,-100-100,CIIP_I.1 550; ,,????? ,262
19767,?????? ,V6,Kafr--,imperial,"IMSoueida 188, 2; ",,?????? ,334
19769,?????? ,V6,Adraa,imperial,"IGLS_XIV_1 232, 2",,?????? ,354
19770,?????? ,V6,Umm as Surab,100-600,IGLS_XXI_5 74; ,child of ???????,?????? ,364
19771,??????? ,V6,Rushaydah,346-347,MSM II 74; ,,??????? ,594
19772,?????? ,V6,Zorava,imperial,IGLS_XV_1 164; ,,?????? ,326
19773,????????? ,V6,Saara,imperial,IGLS_XV_1 68; ,child of ????????,????????? ,583
19774,?????? ,V6,Persia--,576-576,PLRE III (-),,?????? ,1063
19775,???????? ,V6,Aerita,139-140,IGLS_XV_2 333; ,,???????? ,338
19776,?????? ,V6,Bostra,imperial,IGLS_XIII_2 9685; ,,?????? ,335
19777,????? ,V6,Charakmoba,byzantine,IMoab 130; ,child of ????????,????? ,97
19778,??????? ,V6,Umm al Jim?l,100-600,IGLS_XXI_5 376; ,child of ??????,??????? ,114
19779,?????? ,V6,Adraa,imperial,IGLS_XIV_1 95,,?????? ,366
19785,????????? ,V6,Doura-Europos,200-200,PDura 100 xxxii 3; PDura 101 xxxii 14,child of ????????,????????? ,829
19786,??????? ,V6,Bostra,imperial,IGLS_XIII_2 9473; ,,??????? ,290
19788,?????? ,V6,Ti‘lah,P4A,IGLS_XIII_2 9825; (SEG LXI 1499),other relative of ?????? ?????,?????? ,369
19789,????????? ,V6,Laodikeia near Libanon,185-185,"SEG XL 1406; AEp 2003, no. 1793",child of ?????????,????????? ,832
19790,????? ,V6,Saphitha-Horbat Zefiyya,P1-2A,SEG LII 1673.3,,????? ,111
19791,???? ,V6,Umm al Jim?l,100-600,IGLS_XXI_5 377; ,child of ?????,???? ,68
19793,????? ,V6,Adraa,imperial,"IGLS_XIV_1 137, 3",,????? ,268
19794,?????? ,V6,Adraa,imperial,"IGLS_XIV_1 127, 1",child of ???????,?????? ,380
19797,??????? ,V6,Adraa,imperial,IGLS_XIII_2 9784; ,child of ??????,??????? ,372
19798,??????? ,V6,Saura,imperial,IGLS_XV_1 136; ,,??????? ,376
19799,?????? ,V6,Besara-Beth She‘arim,P4A,IBeth_Shearim 66; ; IBeth_Shearim 68,,?????? ,112
19800,????? ,V6,Adraa,imperial,IGLS_XIII_2 9903; ,,????? ,331
19801,?????????? ,V6,Berytos,P2-3A,"IMnBeyrouth 65, 5; ",,????????? ,852
19802,???????? ,V6,Bur?q,325-375,IGLS_XV_2 528; ,child of ???????,???????? ,442
19803,??????? ,V6,Bethlehem--,P7A,SEG LIX 1715.4,,??????? ,344
19804,??????? ,V6,Eboda,P3-4A,INegev 1c; (SEG XXVIII 1383),,??????? ,348
19805,??????? ,V6,Doura-Europos,imperial,SEG VII 750,,??????? ,462
19806,?????? ,V6,Sakkaia-Maximianopolis,100-600,AAES_III 374; ,child of ????????,?????? ,197
19807,??????? ,V6,Emesa,665-666,IGLS_V 2239,,??????? ,466
19812,?????? ,V6,Soada-Dionysias,imperial,"IMSoueida 92, 1; ",child of ????????,?????? ,137
19813,?????? ,V6,Nessana--,569-569,"PNess 25, 4, 6",,?????? ,322
19814,????? ,V6,Kafr N?sij-KPR NSG,P2-3A,"IGLS_XIV.2 532c, 2",,????? ,361
19817,??????? ,V6,Sykamina,300-500,CIIP_II 2151; ,child of ????????,??????? ,1292
19818,?????? ,V6,Adraa,imperial,IGLS_XIII_2 9786; ,child of ??????????,?????? ,119
19819,???? ,V6,Umm al Jim?l,100-600,IGLS_XXI_5 380; ,child of ??????,???? ,109
19821,????? ,V6,Apheka-,byzantine,"(Gregg-Urman_Golan 30, 2); ; SEG XLVI 1944.10",,????? ,152
19822,????? ,V6,Ioudaia-Palaistine,PF2A,m_Bikkurim iii 9; Strack_Stemberger_Talmud p. 81; m_Shabbat ix 7,,????? ,371
19824,?????? ,test,Nebo,311-999,IGLS_XXI_2 86; (SEG XLVIII 1919),,?????? ,391
19825,????????????? ,V6,Doura-Europos,imperial,SEG VII 535,,????????????? ,1346
19826,?????? ,V6,Saura,imperial,IGLS_XV_1 121; ,child of ?????,?????? ,421
19827,???? ,V6,Khirbat al-Samr?,byzantine,SEG VII 924; (SEG XLVIII 1942),,???? ,161
19828,???? ,V6,Emesa,imperial,IGLS_V 2608,,???? ,321
19830,????? ,V6,Ioppe,200-600,CIIP_III 2224; ,child of ?????,????? ,561
19832,?????? ,V6,Marisa,P3-2B,SEG VIII 249,,?????? ,562
19833,??????? ,test,Nebo,535-536,IGLS_XXI_2 102; ,,??????? ,762
19835,??????? ,V6,"Arados,Rhodes",P3B,IG XII (1) 32; ,,??????? ,831
19839,?????? ,V6,Adraa,imperial,"IGLS_XIV_1 127a, 2",,?????? ,425
19841,?????? ,V6,Adraa,imperial,IGLS_XIV_1 208,,?????? ,426
19844,??????? ,V6,"Marathos,Eretria",P2B,IG XII (2) 818; ,,??????? ,461
19846,????????? ,V6,Tyre,byzantine,"ITyr_I 15, 2; ",,????????? ,782
19847,????????? ,V6,Samaria-Sebaste-Samirah,P2-4A,"CrowfootObjectsfromSamaria p. 40 no. 36, 3",,????????? ,851
19856,????? ,V6,Saara,P1A,IGLS_XV_1 62 A; (SEG LXI 1494),,????? ,421
19860,?????? ,V6,Persia--,PF5A,RE (11); PLRE II (1),,?????? ,559
19864,?????? ,V6,Phoenicia,byzantine,"Berytus 56 (2016) p. 124 no. 124 a, 5; ",,?????? ,559
19865,??????? ,V6,Amathe/Epiphaneia,byzantine,IGLS_IV 1990,,??????? ,1352
19866,?????? ,V6,Gaulanitis--,200-699,"(Gregg-Urman_Golan 139, 1); ; SEG XLVI 1927.1",child of ??????????,?????? ,262
19867,???????? ,V6,Kanatha,imperial,IGLS_XIII_2 9811; ,,???????? ,560
19868,??????? ,V6,Arados,207-207,"IGLS_VII 4016bis, 10; ",,??????? ,1142
19869,?????? ,V6,Umm al Jim?l,100-600,IGLS_XXI_5 501; ,,?????? ,522
19870,????? ,V6,Adraa,imperial,IGLS_XIV_1 129,,????? ,257
19871,?????? ,V6,Birtha,212-262,IGLS_XV_2 470; ,spouse of ????????,?????? ,266
19872,??????? ,V6,Ib?a‘,imperial,"IGLS_XIV_1 387, 2",child of ??????,??????? ,274
19875,???????? ,V6,Al ‘?n?t,-,Dussaud_Macler_Voyage p. 176 no. 45; ,,???????? ,474
19876,???????? ,V6,Neue,imperial,IGLS_XIV.2 441b,,???????? ,284
19877,??????? ,V6,Oindos,602-602,"PNess 45, 4",,??????? ,576
19878,??????? ,V6,‘Urm?n,305-306,"SEG VII 1183, 2",,??????? ,626
19887,??????? ,V6,Umm al Jim?l,100-600,IGLS_XXI_5 385; ,,??????? ,279
19888,??????? ,V6,Damaskos,386-387,"Berytus 56 (2016) pp. 186-7 no. 107, 8; ",child of ????????,??????? ,536
19889,?????? ,V6,Hammara,402-402,SEG XXXVII 1448,,?????? ,531
19890,?????? ,V6,Umm al Jim?l,100-600,IGLS_XXI_5 231; ,,?????? ,551
19892,??????? ,V6,W?d? ?ajj?j,byzantine,IWadi_Haggag 42; ,,??????? ,402
19893,??????? ,V6,Umm al Jim?l,100-600,IGLS_XXI_5 387; ,,??????? ,752
19894,??????????? ,V6,Palmyra-Tadmur,75-125,IGLS_XVII.1 518; IGLS_XVII.1 520; IGLS_XVII.1 522,,??????????? ,692
19896,????????? ,V6,Adraa,imperial,"IGLS_XIV_1 73, 2",,????????? ,682
19898,??????? ,V6,Doura-Europos,216-216,PDura 66d v 8,,??????? ,626
19899,???????? ,V6,Rushaydah,imperial,OCIANA Greek WR.D 1,child of ??????,???????? ,659
19900,?????? ,V6,Umm al Jim?l,100-600,IGLS_XXI_5 388; ,,?????? ,621
19908,???????? ,V6,Sachama,143-143,"IGLS_V 2580, 5",,???????? ,732
